+2025-07-07 16:38:29.657 | INFO     | arb.utils.sql_alchemy | user:anonymous | 331   | sql_alchemy.py       | type(table)=<class 'sqlalchemy.orm.decl_api.DeclarativeMeta'>
+2025-07-07 16:38:37.388 | INFO     | arb.portal.json_update_util | user:anonymous | 132   | json_update_util.py  | [apply_json_patch_and_log] After commit: model.misc_json={'id_incidence': 4004, 'id_plume': 1234, 'observation_timestamp': '2024-06-25T07:00:00+00:00', 'lat_carb': 35.3211, 'long_carb': -119.5808, 'id_message': '200-02', 'facility_name': 'Q1.  Facility Name', 'id_arb_swis': 'Q2.  Facility SWIS ID', 'contact_name': 'Q3.  Contact Name', 'contact_phone': '555-555-5555', 'contact_email': 'me@email.com', 'inspection_timestamp': '2023-08-14T07:00:00+00:00', 'instrument': 'Q7.  Instrument used to locate the leak (e.g., Fis', 'emission_identified_flag_fk': 'No leak was detected', 'additional_activities': 'Q9.  If no leaks were found, please describe any e', 'initial_leak_concentration': 500.0, 'lat_revised': 35.3211, 'long_revised': -119.5808, 'emission_type_fk': 'Due to a temporary activity (i.e., would be resolved without corrective action when the activity is complete)', 'emission_location': 'Working Face (area where active filling was being conducted at the time of detection)', 'emission_location_notes': 'Q15.  Please provide a more detailed description o', 'emission_cause': 'Other', 'emission_cause_secondary': 'Other', 'emission_cause_tertiary': 'Other', 'emission_cause_notes': 'Q19.  Please provide a more detailed description o', 'mitigation_actions': 'Q20 Answer', 'mitigation_timestamp': '2023-12-15T08:00:00+00:00', 're_monitored_timestamp': '1900-03-25T08:00:00+00:00', 're_monitored_concentration': 85.0, 'included_in_last_lmr': 'No', 'included_in_last_lmr_description': "Q25.  If 'No' to Q24, please explain why the area ", 'planned_for_next_lmr': 'No', 'planned_for_next_lmr_description': "Q27.  If 'No' to Q26, please state why the area wi", 'last_surface_monitoring_timestamp': '2023-12-16T08:00:00+00:00', 'last_component_leak_monitoring_timestamp': '2023-12-17T08:00:00+00:00', 'additional_notes': 'Q30.  Additional notes or comments.', 'sector': 'Landfill'}
+2025-07-07 16:38:37.388 | INFO     | arb.portal.json_update_util | user:anonymous | 136   | json_update_util.py  | [apply_json_patch_and_log] Model session after commit: True
+2025-07-07 16:38:37.388 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 523   | wtf_forms_util.py    | Model JSON updated: getattr(model, json_field)={'id_incidence': 4004, 'id_plume': 1234, 'observation_timestamp': '2024-06-25T07:00:00+00:00', 'lat_carb': 35.3211, 'long_carb': -119.5808, 'id_message': '200-02', 'facility_name': 'Q1.  Facility Name', 'id_arb_swis': 'Q2.  Facility SWIS ID', 'contact_name': 'Q3.  Contact Name', 'contact_phone': '555-555-5555', 'contact_email': 'me@email.com', 'inspection_timestamp': '2023-08-14T07:00:00+00:00', 'instrument': 'Q7.  Instrument used to locate the leak (e.g., Fis', 'emission_identified_flag_fk': 'No leak was detected', 'additional_activities': 'Q9.  If no leaks were found, please describe any e', 'initial_leak_concentration': 500.0, 'lat_revised': 35.3211, 'long_revised': -119.5808, 'emission_type_fk': 'Due to a temporary activity (i.e., would be resolved without corrective action when the activity is complete)', 'emission_location': 'Working Face (area where active filling was being conducted at the time of detection)', 'emission_location_notes': 'Q15.  Please provide a more detailed description o', 'emission_cause': 'Other', 'emission_cause_secondary': 'Other', 'emission_cause_tertiary': 'Other', 'emission_cause_notes': 'Q19.  Please provide a more detailed description o', 'mitigation_actions': 'Q20 Answer', 'mitigation_timestamp': '2023-12-15T08:00:00+00:00', 're_monitored_timestamp': '1900-03-25T08:00:00+00:00', 're_monitored_concentration': 85.0, 'included_in_last_lmr': 'No', 'included_in_last_lmr_description': "Q25.  If 'No' to Q24, please explain why the area ", 'planned_for_next_lmr': 'No', 'planned_for_next_lmr_description': "Q27.  If 'No' to Q26, please state why the area wi", 'last_surface_monitoring_timestamp': '2023-12-16T08:00:00+00:00', 'last_component_leak_monitoring_timestamp': '2023-12-17T08:00:00+00:00', 'additional_notes': 'Q30.  Additional notes or comments.', 'sector': 'Landfill'}
+2025-07-07 16:38:37.520 | DEBUG    | arb.portal.routes | user:anonymous | 341   | routes.py            | Upload successful: id=4004, sector=Landfill. Redirecting to update page.
+2025-07-07 16:38:37.557 | INFO     | werkzeug         | user:anonymous | 97    | _internal.py         | 127.0.0.1 - - [07/Jul/2025 16:38:37] "POST /upload HTTP/1.1" 302 -
+2025-07-07 16:38:37.574 | DEBUG    | arb.portal.routes | user:anonymous | 105   | routes.py            | incidence_update called with id= 4004.
+2025-07-07 16:38:37.656 | DEBUG    | arb.portal.utils.sector_util | user:anonymous | 78    | sector_util.py       | get_sector_info() called to determine sector & sector type for id_=4004
+2025-07-07 16:38:37.656 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 454   | sql_alchemy.py       | Looking up foreign value: {'db': <SQLAlchemy postgresql+psycopg2://methane:***@prj-bus-methane-aurora-postgresql-instance-1.cdae8kkz3fpi.us-west-2.rds.amazonaws.com/plumetracker>, 'base': <class 'sqlalchemy.ext.automap.Base'>, 'primary_table_name': 'incidences', 'foreign_table_name': 'sources', 'primary_table_fk_name': 'source_id', 'foreign_table_column_name': 'sector', 'primary_table_pk_value': 4004, 'primary_table_pk_name': None, 'foreign_table_pk_name': None}
+2025-07-07 16:38:37.704 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 477   | sql_alchemy.py       | Foreign key result: None
+2025-07-07 16:38:37.704 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 414   | sql_alchemy.py       | Getting misc_json from incidences where pk=4004
+2025-07-07 16:38:37.705 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 422   | sql_alchemy.py       | row=<sqlalchemy.ext.automap.incidences object at 0x000001520D8D5990>, column_value={'id_incidence': 4004, 'id_plume': 1234, 'observation_timestamp': '2024-06-25T07:00:00+00:00', 'lat_carb': 35.3211, 'long_carb': -119.5808, 'id_message': '200-02', 'facility_name': 'Q1.  Facility Name', 'id_arb_swis': 'Q2.  Facility SWIS ID', 'contact_name': 'Q3.  Contact Name', 'contact_phone': '555-555-5555', 'contact_email': 'me@email.com', 'inspection_timestamp': '2023-08-14T07:00:00+00:00', 'instrument': 'Q7.  Instrument used to locate the leak (e.g., Fis', 'emission_identified_flag_fk': 'No leak was detected', 'additional_activities': 'Q9.  If no leaks were found, please describe any e', 'initial_leak_concentration': 500.0, 'lat_revised': 35.3211, 'long_revised': -119.5808, 'emission_type_fk': 'Due to a temporary activity (i.e., would be resolved without corrective action when the activity is complete)', 'emission_location': 'Working Face (area where active filling was being conducted at the time of detection)', 'emission_location_notes': 'Q15.  Please provide a more detailed description o', 'emission_cause': 'Other', 'emission_cause_secondary': 'Other', 'emission_cause_tertiary': 'Other', 'emission_cause_notes': 'Q19.  Please provide a more detailed description o', 'mitigation_actions': 'Q20 Answer', 'mitigation_timestamp': '2023-12-15T08:00:00+00:00', 're_monitored_timestamp': '1900-03-25T08:00:00+00:00', 're_monitored_concentration': 85.0, 'included_in_last_lmr': 'No', 'included_in_last_lmr_description': "Q25.  If 'No' to Q24, please explain why the area ", 'planned_for_next_lmr': 'No', 'planned_for_next_lmr_description': "Q27.  If 'No' to Q26, please state why the area wi", 'last_surface_monitoring_timestamp': '2023-12-16T08:00:00+00:00', 'last_component_leak_monitoring_timestamp': '2023-12-17T08:00:00+00:00', 'additional_notes': 'Q30.  Additional notes or comments.', 'sector': 'Landfill'}
+2025-07-07 16:38:37.705 | DEBUG    | arb.portal.utils.sector_util | user:anonymous | 131   | sector_util.py       | resolve_sector() called with sector_by_foreign_key=None, row=<sqlalchemy.ext.automap.incidences object at 0x000001520D8D5990>, misc_json={'id_incidence': 4004, 'id_plume': 1234, 'observation_timestamp': '2024-06-25T07:00:00+00:00', 'lat_carb': 35.3211, 'long_carb': -119.5808, 'id_message': '200-02', 'facility_name': 'Q1.  Facility Name', 'id_arb_swis': 'Q2.  Facility SWIS ID', 'contact_name': 'Q3.  Contact Name', 'contact_phone': '555-555-5555', 'contact_email': 'me@email.com', 'inspection_timestamp': '2023-08-14T07:00:00+00:00', 'instrument': 'Q7.  Instrument used to locate the leak (e.g., Fis', 'emission_identified_flag_fk': 'No leak was detected', 'additional_activities': 'Q9.  If no leaks were found, please describe any e', 'initial_leak_concentration': 500.0, 'lat_revised': 35.3211, 'long_revised': -119.5808, 'emission_type_fk': 'Due to a temporary activity (i.e., would be resolved without corrective action when the activity is complete)', 'emission_location': 'Working Face (area where active filling was being conducted at the time of detection)', 'emission_location_notes': 'Q15.  Please provide a more detailed description o', 'emission_cause': 'Other', 'emission_cause_secondary': 'Other', 'emission_cause_tertiary': 'Other', 'emission_cause_notes': 'Q19.  Please provide a more detailed description o', 'mitigation_actions': 'Q20 Answer', 'mitigation_timestamp': '2023-12-15T08:00:00+00:00', 're_monitored_timestamp': '1900-03-25T08:00:00+00:00', 're_monitored_concentration': 85.0, 'included_in_last_lmr': 'No', 'included_in_last_lmr_description': "Q25.  If 'No' to Q24, please explain why the area ", 'planned_for_next_lmr': 'No', 'planned_for_next_lmr_description': "Q27.  If 'No' to Q26, please state why the area wi", 'last_surface_monitoring_timestamp': '2023-12-16T08:00:00+00:00', 'last_component_leak_monitoring_timestamp': '2023-12-17T08:00:00+00:00', 'additional_notes': 'Q30.  Additional notes or comments.', 'sector': 'Landfill'}
+2025-07-07 16:38:37.705 | WARNING  | arb.portal.utils.sector_util | user:anonymous | 135   | sector_util.py       | sector column value in sources table is None.
+2025-07-07 16:38:37.705 | DEBUG    | arb.portal.utils.sector_util | user:anonymous | 152   | sector_util.py       | resolve_sector() returning sector='Landfill'
+2025-07-07 16:38:37.705 | DEBUG    | arb.portal.utils.sector_util | user:anonymous | 106   | sector_util.py       | get_sector_info() returning sector='Landfill' sector_type='Landfill'
+2025-07-07 16:38:37.705 | DEBUG    | arb.portal.routes | user:anonymous | 129   | routes.py            | calling incidence_prep()
+2025-07-07 16:38:37.706 | DEBUG    | arb.portal.utils.route_util | user:anonymous | 56    | route_util.py        | incidence_prep() called with crud_type='update', sector_type='Landfill'
+2025-07-07 16:38:37.706 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 64    | sql_alchemy.py       | Diagnostics for model of type type(model)=<class 'sqlalchemy.ext.automap.incidences'>
+2025-07-07 16:38:37.706 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 67    | sql_alchemy.py       | model=<sqlalchemy.ext.automap.incidences object at 0x000001520D8D5990>
+2025-07-07 16:38:37.706 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | created_by <class 'NoneType'> = (None)
+2025-07-07 16:38:37.706 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | created_timestamp <class 'datetime.datetime'> = (2025-07-04 15:32:26)
+2025-07-07 16:38:37.706 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | description <class 'NoneType'> = (None)
+2025-07-07 16:38:37.707 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | emission_cause <class 'NoneType'> = (None)
+2025-07-07 16:38:37.707 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | emission_cause_notes <class 'NoneType'> = (None)
+2025-07-07 16:38:37.707 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | emission_identified_flag_fk <class 'NoneType'> = (None)
+2025-07-07 16:38:37.707 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | emission_location <class 'NoneType'> = (None)
+2025-07-07 16:38:37.707 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | emission_location_notes <class 'NoneType'> = (None)
+2025-07-07 16:38:37.707 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | emission_type_fk <class 'NoneType'> = (None)
+2025-07-07 16:38:37.707 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | emission_type_notes <class 'NoneType'> = (None)
+2025-07-07 16:38:37.708 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | end_timestamp <class 'NoneType'> = (None)
+2025-07-07 16:38:37.708 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | id_incidence <class 'int'> = (4004)
+2025-07-07 16:38:37.708 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | identified_component <class 'NoneType'> = (None)
+2025-07-07 16:38:37.708 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | identified_component_notes <class 'NoneType'> = (None)
+2025-07-07 16:38:37.708 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | incidence_qa_flag_fk <class 'NoneType'> = (None)
+2025-07-07 16:38:37.708 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | incidence_status <class 'NoneType'> = (None)
+2025-07-07 16:38:37.709 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | incidence_status_explanation <class 'NoneType'> = (None)
+2025-07-07 16:38:37.709 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | inspection_flag_fk <class 'NoneType'> = (None)
+2025-07-07 16:38:37.709 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | inspection_timestamp <class 'NoneType'> = (None)
+2025-07-07 16:38:37.709 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | internal_comment <class 'NoneType'> = (None)
+2025-07-07 16:38:37.709 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | is_open <class 'NoneType'> = (None)
+2025-07-07 16:38:37.709 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | misc_json <class 'dict'> = ({'id_incidence': 4004, 'id_plume': 1234, 'observation_timestamp': '2024-06-25T07:00:00+00:00', 'lat_carb': 35.3211, 'long_carb': -119.5808, 'id_message': '200-02', 'facility_name': 'Q1.  Facility Name', 'id_arb_swis': 'Q2.  Facility SWIS ID', 'contact_name': 'Q3.  Contact Name', 'contact_phone': '555-555-5555', 'contact_email': 'me@email.com', 'inspection_timestamp': '2023-08-14T07:00:00+00:00', 'instrument': 'Q7.  Instrument used to locate the leak (e.g., Fis', 'emission_identified_flag_fk': 'No leak was detected', 'additional_activities': 'Q9.  If no leaks were found, please describe any e', 'initial_leak_concentration': 500.0, 'lat_revised': 35.3211, 'long_revised': -119.5808, 'emission_type_fk': 'Due to a temporary activity (i.e., would be resolved without corrective action when the activity is complete)', 'emission_location': 'Working Face (area where active filling was being conducted at the time of detection)', 'emission_location_notes': 'Q15.  Please provide a more detailed description o', 'emission_cause': 'Other', 'emission_cause_secondary': 'Other', 'emission_cause_tertiary': 'Other', 'emission_cause_notes': 'Q19.  Please provide a more detailed description o', 'mitigation_actions': 'Q20 Answer', 'mitigation_timestamp': '2023-12-15T08:00:00+00:00', 're_monitored_timestamp': '1900-03-25T08:00:00+00:00', 're_monitored_concentration': 85.0, 'included_in_last_lmr': 'No', 'included_in_last_lmr_description': "Q25.  If 'No' to Q24, please explain why the area ", 'planned_for_next_lmr': 'No', 'planned_for_next_lmr_description': "Q27.  If 'No' to Q26, please state why the area wi", 'last_surface_monitoring_timestamp': '2023-12-16T08:00:00+00:00', 'last_component_leak_monitoring_timestamp': '2023-12-17T08:00:00+00:00', 'additional_notes': 'Q30.  Additional notes or comments.', 'sector': 'Landfill'})
+2025-07-07 16:38:37.710 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | mitigated_flag <class 'NoneType'> = (None)
+2025-07-07 16:38:37.710 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | mitigation_timestamp <class 'NoneType'> = (None)
+2025-07-07 16:38:37.710 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | mitigation_type_fk <class 'NoneType'> = (None)
+2025-07-07 16:38:37.710 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | notification_timestamp <class 'NoneType'> = (None)
+2025-07-07 16:38:37.710 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | operator_comment <class 'NoneType'> = (None)
+2025-07-07 16:38:37.711 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | reply_timestamp <class 'NoneType'> = (None)
+2025-07-07 16:38:37.711 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | source_id <class 'NoneType'> = (None)
+2025-07-07 16:38:37.711 | DEBUG    | arb.portal.utils.route_util | user:anonymous | 67    | route_util.py        | (sector_type='Landfill') will use a Landfill Feedback Form
+2025-07-07 16:38:37.713 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 268   | wtf_forms_util.py    | model_to_wtform called with model=<sqlalchemy.ext.automap.incidences object at 0x000001520D8D5990>, json={'id_incidence': 4004, 'id_plume': 1234, 'observation_timestamp': '2024-06-25T07:00:00+00:00', 'lat_carb': 35.3211, 'long_carb': -119.5808, 'id_message': '200-02', 'facility_name': 'Q1.  Facility Name', 'id_arb_swis': 'Q2.  Facility SWIS ID', 'contact_name': 'Q3.  Contact Name', 'contact_phone': '555-555-5555', 'contact_email': 'me@email.com', 'inspection_timestamp': '2023-08-14T07:00:00+00:00', 'instrument': 'Q7.  Instrument used to locate the leak (e.g., Fis', 'emission_identified_flag_fk': 'No leak was detected', 'additional_activities': 'Q9.  If no leaks were found, please describe any e', 'initial_leak_concentration': 500.0, 'lat_revised': 35.3211, 'long_revised': -119.5808, 'emission_type_fk': 'Due to a temporary activity (i.e., would be resolved without corrective action when the activity is complete)', 'emission_location': 'Working Face (area where active filling was being conducted at the time of detection)', 'emission_location_notes': 'Q15.  Please provide a more detailed description o', 'emission_cause': 'Other', 'emission_cause_secondary': 'Other', 'emission_cause_tertiary': 'Other', 'emission_cause_notes': 'Q19.  Please provide a more detailed description o', 'mitigation_actions': 'Q20 Answer', 'mitigation_timestamp': '2023-12-15T08:00:00+00:00', 're_monitored_timestamp': '1900-03-25T08:00:00+00:00', 're_monitored_concentration': 85.0, 'included_in_last_lmr': 'No', 'included_in_last_lmr_description': "Q25.  If 'No' to Q24, please explain why the area ", 'planned_for_next_lmr': 'No', 'planned_for_next_lmr_description': "Q27.  If 'No' to Q26, please state why the area wi", 'last_surface_monitoring_timestamp': '2023-12-16T08:00:00+00:00', 'last_component_leak_monitoring_timestamp': '2023-12-17T08:00:00+00:00', 'additional_notes': 'Q30.  Additional notes or comments.', 'sector': 'Landfill'}
+2025-07-07 16:38:37.714 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='additional_activities', data=Q9.  If no leaks were found, please describe any e, raw_data=['Q9.  If no leaks were found, please describe any e']
+2025-07-07 16:38:37.714 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='additional_notes', data=Q30.  Additional notes or comments., raw_data=['Q30.  Additional notes or comments.']
+2025-07-07 16:38:37.715 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='carb_notes', data=None, raw_data=[]
+2025-07-07 16:38:37.715 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='contact_email', data=me@email.com, raw_data=['me@email.com']
+2025-07-07 16:38:37.715 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='contact_name', data=Q3.  Contact Name, raw_data=['Q3.  Contact Name']
+2025-07-07 16:38:37.715 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='contact_phone', data=555-555-5555, raw_data=['555-555-5555']
+2025-07-07 16:38:37.715 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='emission_cause', data=Other, raw_data=['Other']
+2025-07-07 16:38:37.715 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='emission_cause_notes', data=Q19.  Please provide a more detailed description o, raw_data=['Q19.  Please provide a more detailed description o']
+2025-07-07 16:38:37.715 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='emission_cause_secondary', data=Other, raw_data=['Other']
+2025-07-07 16:38:37.715 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='emission_cause_tertiary', data=Other, raw_data=['Other']
+2025-07-07 16:38:37.715 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='emission_identified_flag_fk', data=No leak was detected, raw_data=['No leak was detected']
+2025-07-07 16:38:37.715 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='emission_location', data=Working Face (area where active filling was being conducted at the time of detection), raw_data=['Working Face (area where active filling was being conducted at the time of detection)']
+2025-07-07 16:38:37.715 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='emission_location_notes', data=Q15.  Please provide a more detailed description o, raw_data=['Q15.  Please provide a more detailed description o']
+2025-07-07 16:38:37.716 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='emission_type_fk', data=Due to a temporary activity (i.e., would be resolved without corrective action when the activity is complete), raw_data=['Due to a temporary activity (i.e., would be resolved without corrective action when the activity is complete)']
+2025-07-07 16:38:37.716 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='facility_name', data=Q1.  Facility Name, raw_data=['Q1.  Facility Name']
+2025-07-07 16:38:37.716 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='id_arb_swis', data=Q2.  Facility SWIS ID, raw_data=['Q2.  Facility SWIS ID']
+2025-07-07 16:38:37.716 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='id_incidence', data=4004, raw_data=['4004']
+2025-07-07 16:38:37.716 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='id_message', data=200-02, raw_data=['200-02']
+2025-07-07 16:38:37.716 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='id_plume', data=1234, raw_data=['1234']
+2025-07-07 16:38:37.716 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='included_in_last_lmr', data=No, raw_data=['No']
+2025-07-07 16:38:37.716 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='included_in_last_lmr_description', data=Q25.  If 'No' to Q24, please explain why the area , raw_data=["Q25.  If 'No' to Q24, please explain why the area "]
+2025-07-07 16:38:37.717 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='initial_leak_concentration', data=500, raw_data=['500.0']
+2025-07-07 16:38:37.717 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='inspection_timestamp', data=2023-08-14 00:00:00, raw_data=['2023-08-14T00:00:00']
+2025-07-07 16:38:37.717 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='instrument', data=Q7.  Instrument used to locate the leak (e.g., Fis, raw_data=['Q7.  Instrument used to locate the leak (e.g., Fis']
+2025-07-07 16:38:37.717 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='last_component_leak_monitoring_timestamp', data=2023-12-17 00:00:00, raw_data=['2023-12-17T00:00:00']
+2025-07-07 16:38:37.717 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='last_surface_monitoring_timestamp', data=2023-12-16 00:00:00, raw_data=['2023-12-16T00:00:00']
+2025-07-07 16:38:37.717 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='lat_carb', data=35.3211000000000012732925824820995330810546875, raw_data=['35.3211']
+2025-07-07 16:38:37.718 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='lat_revised', data=35.3211000000000012732925824820995330810546875, raw_data=['35.3211']
+2025-07-07 16:38:37.718 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='long_carb', data=-119.5807999999999964302332955412566661834716796875, raw_data=['-119.5808']
+2025-07-07 16:38:37.718 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='long_revised', data=-119.5807999999999964302332955412566661834716796875, raw_data=['-119.5808']
+2025-07-07 16:38:37.718 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='mitigation_actions', data=Q20 Answer, raw_data=['Q20 Answer']
+2025-07-07 16:38:37.718 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='mitigation_timestamp', data=2023-12-15 00:00:00, raw_data=['2023-12-15T00:00:00']
+2025-07-07 16:38:37.718 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='observation_timestamp', data=2024-06-25 00:00:00, raw_data=['2024-06-25T00:00:00']
+2025-07-07 16:38:37.718 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='planned_for_next_lmr', data=No, raw_data=['No']
+2025-07-07 16:38:37.719 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='planned_for_next_lmr_description', data=Q27.  If 'No' to Q26, please state why the area wi, raw_data=["Q27.  If 'No' to Q26, please state why the area wi"]
+2025-07-07 16:38:37.719 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='re_monitored_concentration', data=85, raw_data=['85.0']
+2025-07-07 16:38:37.720 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 312   | wtf_forms_util.py    | Set field_name='re_monitored_timestamp', data=1900-03-25 00:00:00, raw_data=['1900-03-25T00:00:00']
+2025-07-07 16:38:37.720 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 700   | wtf_forms_util.py    | validate_no_csrf() called:
+2025-07-07 16:38:37.720 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 421   | wtf_landfill.py      | validate() called.
+2025-07-07 16:38:37.720 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 371   | wtf_landfill.py      | Running update_contingent_selectors()
+2025-07-07 16:38:37.720 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 374   | wtf_landfill.py      | Selected emission_location: 'Working Face (area where active filling was being conducted at the time of detection)'
+2025-07-07 16:38:37.720 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 380   | wtf_landfill.py      | Available contingent causes: ['Construction - New Well Installation', 'Construction - Well Raising or Horizontal Extension', 'Cover-related Construction (Excavation/ Exposed Operations/ Re-grading)', 'Offline Gas Collection Well(s)', 'Other', 'Uncontrolled Area (no gas collection infrastructure)']
